IDpol,ClaimAmount,cumulative_cost,cumulative_cost_share,claim_rank,cumulative_claim_share,Region,DriverAgeGroup,Vehicle Age Groups,Bonus-Malus Groups,VehGas,DrivAge,VehAge,BonusMalus,Exposure,ExtremeClaim
4014134,321.53,59441416.27999226,0.9921915149731974,22899,0.8659431250945394,Champagne-Ardenne,36-45,6-10,85-99,Regular,42,9,95,0.45,False
1161771,321.42,59441737.69999226,0.9921968800909335,22900,0.8659809408561489,Pays-de-la-Loire,26-35,0-2,50,Diesel,31,0,50,0.5,False
2259024,321.34,59442059.039992265,0.9922022438733159,22901,0.8660187566177583,Languedoc-Roussillon,46-55,0-2,50,Diesel,52,1,50,0.07,False
79974,321.23,59442380.26999226,0.9922076058195867,22902,0.8660565723793677,Centre,26-35,0-2,50,Diesel,34,0,50,0.98,False
6111342,321.0,59442701.26999226,0.9922129639267153,22903,0.8660943881409772,Rhone-Alpes,18-25,6-10,65-84,Regular,24,9,76,0.57,False
1066940,320.75,59443022.01999226,0.9922183178608633,22904,0.8661322039025866,Languedoc-Roussillon,46-55,21+,50,Diesel,55,24,50,1.0,False
1124400,320.53,59443342.54999226,0.9922236681227884,22905,0.866170019664196,Provence-Alpes-Cotes-D'Azur,18-25,3-5,65-84,Regular,24,5,80,0.46,False
1076481,320.01,59443662.55999226,0.9922290097049137,22906,0.8662078354258055,Poitou-Charentes,36-45,3-5,65-84,Diesel,42,5,72,1.0,False
2108808,319.99,59443982.54999226,0.9922343509532007,22907,0.8662456511874149,Ile-de-France,46-55,0-2,51-64,Diesel,54,2,53,1.0,False
3176559,319.88,59444302.429992266,0.9922396903653761,22908,0.8662834669490244,Languedoc-Roussillon,46-55,6-10,50,Diesel,49,8,50,0.95,False
1117523,319.82,59444622.24999227,0.9922450287760362,22909,0.8663212827106338,Centre,36-45,16-20,50,Regular,40,16,50,0.07,False
3247664,319.49,59444941.73999227,0.9922503616783619,22910,0.8663590984722432,Provence-Alpes-Cotes-D'Azur,46-55,16-20,65-84,Regular,48,16,75,0.08,False
2095819,319.45,59445261.18999227,0.9922556939130106,22911,0.8663969142338527,Rhone-Alpes,46-55,6-10,65-84,Diesel,54,10,83,0.3,False
3043090,319.24,59445580.42999227,0.9922610226423557,22912,0.8664347299954621,Nord-Pas-de-Calais,18-25,3-5,85-99,Diesel,24,4,85,0.35,False
32931,319.21,59445899.639992274,0.9922663508709431,22913,0.8664725457570716,Nord-Pas-de-Calais,56-65,6-10,65-84,Regular,59,7,76,1.0,False
2052963,319.2,59446218.83999228,0.9922716789326111,22914,0.866510361518681,Limousin,36-45,11-15,65-84,Regular,39,11,68,1.0,False
3077578,319.18,59446538.01999228,0.9922770066604408,22915,0.8665481772802904,Languedoc-Roussillon,46-55,16-20,50,Diesel,47,18,50,1.0,False
1197739,319.08,59446857.099992275,0.9922823327190782,22916,0.8665859930418999,Provence-Alpes-Cotes-D'Azur,46-55,6-10,50,Diesel,53,8,50,0.98,False
1180151,319.06,59447176.15999228,0.9922876584438772,22917,0.8666238088035093,Pays-de-la-Loire,36-45,0-2,50,Regular,39,2,50,1.0,False
1043240,318.87,59447495.029992275,0.9922929809972109,22918,0.8666616245651187,Centre,46-55,11-15,85-99,Diesel,49,12,85,1.0,False
4153609,318.76,59447813.78999227,0.992298301714433,22919,0.8666994403267282,Rhone-Alpes,36-45,6-10,50,Diesel,42,7,50,1.0,False
2141788,318.59,59448132.37999228,0.9923036195940285,22920,0.8667372560883376,Pays-de-la-Loire,36-45,3-5,51-64,Diesel,37,4,60,0.47,False
1040807,318.56,59448450.93999228,0.9923089369728662,22921,0.8667750718499471,Rhone-Alpes,26-35,3-5,100+,Regular,27,3,100,0.17,False
126423,318.52,59448769.45999228,0.992314253684027,22922,0.8668128876115565,Pays-de-la-Loire,46-55,6-10,65-84,Diesel,50,6,76,0.48,False
4143412,318.45,59449087.909992285,0.9923195692267532,22923,0.8668507033731659,Centre,26-35,6-10,51-64,Diesel,32,10,60,0.5,False
146658,318.32,59449406.229992285,0.9923248825995296,22924,0.8668885191347754,Rhone-Alpes,66+,6-10,65-84,Diesel,66,6,67,0.71,False
4000737,317.93,59449724.159992285,0.9923301894624561,22925,0.8669263348963848,Ile-de-France,26-35,6-10,51-64,Regular,34,10,64,0.87,False
4154412,317.81,59450041.96999229,0.9923354943223519,22926,0.8669641506579943,Ile-de-France,46-55,3-5,51-64,Regular,49,4,62,1.0,False
42931,317.76,59450359.729992285,0.9923407983476515,22927,0.8670019664196037,Centre,18-25,3-5,51-64,Regular,25,5,64,0.59,False
27133,317.51,59450677.23999228,0.9923460981999705,22928,0.8670397821812131,Centre,36-45,3-5,85-99,Diesel,40,4,95,1.0,False
96007,317.36,59450994.59999228,0.9923513955485013,22929,0.8670775979428226,Nord-Pas-de-Calais,46-55,6-10,51-64,Diesel,51,7,51,0.45,False
3097337,317.24,59451311.839992285,0.9923566908940012,22930,0.867115413704432,Rhone-Alpes,36-45,6-10,51-64,Regular,39,7,56,1.0,False
2137071,317.17,59451629.00999229,0.9923619850710667,22931,0.8671532294660415,Bretagne,26-35,3-5,65-84,Diesel,33,5,68,0.5,False
3051392,317.02,59451946.02999229,0.9923672767443438,22932,0.8671910452276509,Ile-de-France,26-35,3-5,65-84,Diesel,31,5,80,0.43,False
6050656,317.01,59452263.03999229,0.9923725682507015,22933,0.8672288609892603,Nord-Pas-de-Calais,18-25,6-10,85-99,Regular,25,10,95,0.17,False
164160,316.8,59452579.839992285,0.9923778562517556,22934,0.8672666767508698,Centre,36-45,6-10,50,Diesel,43,7,50,1.0,False
80616,316.71,59452896.549992286,0.9923831427505365,22935,0.8673044925124792,Rhone-Alpes,26-35,6-10,51-64,Regular,28,9,64,0.15,False
17520,316.62,59453213.16999228,0.9923884277470445,22936,0.8673423082740886,Centre,66+,0-2,50,Regular,72,1,50,1.0,False
1198318,316.58,59453529.74999228,0.9923937120758756,22937,0.8673801240356981,Provence-Alpes-Cotes-D'Azur,46-55,11-15,50,Regular,46,15,50,0.5,False
3163526,316.4,59453846.14999228,0.9923989934001606,22938,0.8674179397973075,Bretagne,36-45,3-5,50,Diesel,45,5,50,0.74,False
1189613,316.22,59454162.36999228,0.9924042717198996,22939,0.867455755558917,Provence-Alpes-Cotes-D'Azur,26-35,11-15,65-84,Diesel,35,11,72,0.47,False
3156288,316.09,59454478.45999228,0.9924095478696887,22940,0.8674935713205264,Rhone-Alpes,36-45,6-10,50,Diesel,38,9,50,1.0,False
1070457,315.8,59454794.25999228,0.9924148191788202,22941,0.8675313870821358,Rhone-Alpes,36-45,16-20,50,Regular,36,16,50,1.0,False
2005635,315.57,59455109.82999228,0.9924200866488097,22942,0.8675692028437453,Nord-Pas-de-Calais,46-55,6-10,65-84,Diesel,49,10,78,0.53,False
2140591,315.47,59455425.29999228,0.9924253524496067,22943,0.8676070186053547,Bretagne,36-45,6-10,51-64,Regular,41,7,62,0.55,False
2184476,315.29,59455740.58999228,0.9924306152458577,22944,0.8676448343669642,Centre,26-35,6-10,51-64,Diesel,34,7,58,1.0,False
1140194,315.22,59456055.809992276,0.9924358768736742,22945,0.8676826501285736,Bretagne,36-45,6-10,50,Diesel,36,7,50,1.0,False
86919,314.88,59456370.68999228,0.992441132826237,22946,0.867720465890183,Aquitaine,26-35,3-5,51-64,Diesel,31,5,51,1.0,False
1083666,314.62,59456685.309992276,0.9924463844389,22947,0.8677582816517925,Centre,18-25,3-5,65-84,Diesel,24,5,72,0.4,False
3236899,314.4,59456999.709992275,0.99245163237934,22948,0.8677960974134019,Languedoc-Roussillon,26-35,6-10,51-64,Diesel,32,6,57,0.08,False
2045857,314.3,59457314.00999227,0.9924568786505877,22949,0.8678339131750114,Limousin,26-35,0-2,50,Diesel,35,0,50,0.56,False
2207690,314.23,59457628.23999227,0.9924621237534008,22950,0.8678717289366208,Rhone-Alpes,36-45,3-5,85-99,Diesel,40,4,88,1.0,False
1118391,313.95,59457942.18999227,0.9924673641824757,22951,0.8679095446982302,Centre,26-35,16-20,51-64,Regular,28,16,51,0.72,False
161563,313.8,59458255.98999227,0.9924726021077622,22952,0.8679473604598397,Languedoc-Roussillon,26-35,0-2,51-64,Diesel,33,1,57,0.5,False
1157866,313.53,59458569.51999227,0.9924778355262297,22953,0.8679851762214491,Centre,46-55,6-10,50,Diesel,47,9,50,1.0,False
2070311,313.32,59458882.83999227,0.9924830654393934,22954,0.8680229919830585,Centre,56-65,11-15,50,Diesel,58,15,50,0.13,False
1112516,313.22,59459196.05999227,0.9924882936833648,22955,0.868060807744668,Rhone-Alpes,26-35,0-2,65-84,Diesel,26,0,76,0.73,False
4024225,313.21,59459509.26999227,0.992493521760417,22956,0.8680986235062774,Alsace,46-55,6-10,65-84,Regular,53,10,72,0.71,False
4132523,313.13,59459822.39999227,0.9924987485021155,22957,0.8681364392678869,Centre,56-65,0-2,50,Regular,63,2,50,1.0,False
1190140,313.0,59460135.39999227,0.992503973073864,22958,0.8681742550294963,Provence-Alpes-Cotes-D'Azur,36-45,3-5,65-84,Diesel,45,5,68,0.32,False
4134423,312.92,59460448.319992274,0.9925091963102587,22959,0.8682120707911057,Centre,46-55,3-5,50,Regular,51,3,50,0.51,False
2006796,312.9,59460761.21999227,0.9925144192128149,22960,0.8682498865527152,Provence-Alpes-Cotes-D'Azur,18-25,6-10,85-99,Diesel,24,10,95,0.2,False
5052410,312.23,59461073.44999227,0.992519630931783,22961,0.8682877023143246,Pays-de-la-Loire,36-45,0-2,50,Diesel,43,1,50,0.71,False
1173301,312.22,59461385.66999227,0.9925248424838319,22962,0.868325518075934,Pays-de-la-Loire,46-55,11-15,65-84,Regular,48,14,73,0.16,False
4121327,312.07,59461697.73999227,0.9925300515320924,22963,0.8683633338375435,Pays-de-la-Loire,46-55,6-10,85-99,Diesel,49,7,85,0.18,False
1062611,311.79,59462009.52999227,0.9925352559066146,22964,0.8684011495991529,Rhone-Alpes,46-55,6-10,50,Diesel,52,6,50,1.0,False
2141255,311.71,59462321.23999227,0.9925404589457831,22965,0.8684389653607624,Rhone-Alpes,56-65,0-2,50,Diesel,63,0,50,0.24,False
1085909,311.56,59462632.79999227,0.9925456594811632,22966,0.8684767811223718,Pays-de-la-Loire,18-25,3-5,100+,Regular,25,5,118,0.54,False
4179676,311.12,59462943.91999227,0.9925508526720973,22967,0.8685145968839812,Bretagne,46-55,6-10,50,Regular,51,8,50,0.81,False
1128473,311.07,59463254.98999227,0.9925560450284354,22968,0.8685524126455907,Pays-de-la-Loire,46-55,3-5,50,Diesel,53,5,50,1.0,False
143955,311.03,59463566.01999227,0.9925612367170965,22969,0.8685902284072001,Centre,66+,6-10,50,Regular,70,9,50,1.0,False
2221219,310.65,59463876.66999227,0.9925664220628271,22970,0.8686280441688096,Nord-Pas-de-Calais,66+,0-2,50,Regular,67,1,50,0.41,False
2270702,310.45,59464187.11999227,0.9925716040701732,22971,0.868665859930419,Centre,26-35,6-10,50,Diesel,33,10,50,0.96,False
2191820,310.29,59464497.40999227,0.9925767834068117,22972,0.8687036756920284,Bretagne,26-35,6-10,85-99,Diesel,33,7,85,0.91,False
4137425,309.8,59464807.20999227,0.992581954564408,22973,0.8687414914536379,Basse-Normandie,66+,3-5,65-84,Regular,67,3,65,1.0,False
166895,309.76,59465116.969992265,0.9925871250543274,22974,0.8687793072152473,Centre,46-55,6-10,65-84,Diesel,48,10,80,0.87,False
1016773,309.49,59465426.45999227,0.992592291037428,22975,0.8688171229768568,Centre,46-55,6-10,50,Diesel,55,6,50,1.0,False
32706,309.29,59465735.74999227,0.9925974536821439,22976,0.8688549387384662,Centre,36-45,6-10,50,Regular,37,10,50,1.0,False
99727,309.23,59466044.97999226,0.9926026153253444,22977,0.8688927545000756,Provence-Alpes-Cotes-D'Azur,46-55,6-10,65-84,Regular,48,8,75,0.05,False
3070965,309.18,59466354.15999226,0.9926077761339489,22978,0.8689305702616851,Rhone-Alpes,36-45,3-5,50,Regular,45,3,50,1.0,False
3015500,309.1,59466663.259992264,0.9926129356071995,22979,0.8689683860232945,Nord-Pas-de-Calais,26-35,6-10,85-99,Diesel,34,6,90,0.38,False
5091041,309.02,59466972.27999227,0.9926180937450965,22980,0.869006201784904,Picardie,66+,0-2,50,Diesel,70,0,50,0.75,False
4137883,309.0,59467281.27999227,0.9926232515491549,22981,0.8690440175465134,Centre,46-55,6-10,85-99,Diesel,52,7,90,0.92,False
2194722,308.93,59467590.20999227,0.9926284081847787,22982,0.8690818333081228,Pays-de-la-Loire,46-55,11-15,50,Regular,46,13,50,0.31,False
1036019,308.91,59467899.11999226,0.992633564486564,22983,0.8691196490697323,Centre,18-25,3-5,85-99,Regular,21,5,85,0.98,False
1098697,308.87,59468207.98999226,0.9926387201206726,22984,0.8691574648313417,Rhone-Alpes,66+,11-15,50,Regular,76,15,50,1.0,False
1083616,308.59,59468516.579992265,0.9926438710810428,22985,0.8691952805929511,Centre,26-35,0-2,65-84,Diesel,30,2,80,1.0,False
93003,308.25,59468824.829992265,0.9926490163661593,22986,0.8692330963545606,Centre,26-35,0-2,50,Diesel,29,1,50,1.0,False
2189876,308.05,59469132.87999226,0.9926541583128913,22987,0.86927091211617,Basse-Normandie,26-35,3-5,50,Diesel,32,4,50,1.0,False
3130992,307.96,59469440.83999226,0.9926592987573503,22988,0.8693087278777795,Haute-Normandie,26-35,0-2,51-64,Diesel,33,1,57,0.61,False
2283291,307.48,59469748.31999226,0.9926644311896864,22989,0.8693465436393889,Pays-de-la-Loire,46-55,0-2,50,Diesel,53,2,50,0.08,False
4181077,307.22,59470055.53999226,0.9926695592821226,22990,0.8693843594009983,Provence-Alpes-Cotes-D'Azur,36-45,11-15,50,Regular,45,11,50,0.38,False
3174654,307.14,59470362.67999226,0.9926746860392053,22991,0.8694221751626078,Aquitaine,26-35,0-2,65-84,Diesel,27,2,76,0.25,False
1089907,307.14,59470669.81999226,0.9926798127962878,22992,0.8694599909242172,Pays-de-la-Loire,18-25,6-10,65-84,Diesel,24,7,80,0.24,False
4161483,307.04,59470976.85999226,0.992684937884178,22993,0.8694978066858267,Centre,18-25,6-10,85-99,Regular,20,10,95,0.55,False
4165782,306.84,59471283.69999226,0.9926900596336838,22994,0.8695356224474361,Centre,18-25,6-10,85-99,Diesel,21,7,95,0.96,False
86141,306.66,59471590.35999226,0.9926951783786435,22995,0.8695734382090455,Provence-Alpes-Cotes-D'Azur,26-35,11-15,85-99,Diesel,29,11,85,0.34,False
2072134,306.64,59471896.99999226,0.9927002967897648,22996,0.869611253970655,Bretagne,46-55,0-2,51-64,Regular,48,2,64,1.0,False
6110921,306.0,59472202.99999226,0.9927054045180557,22997,0.8696490697322644,Ile-de-France,56-65,6-10,51-64,Diesel,57,7,60,0.6,False
2264441,305.95,59472508.94999226,0.9927105114117504,22998,0.8696868854938739,Provence-Alpes-Cotes-D'Azur,36-45,0-2,50,Regular,37,1,50,0.41,False
4123140,305.77,59472814.719992265,0.9927156153008991,22999,0.8697247012554833,Centre,66+,6-10,50,Diesel,73,7,50,1.0,False
1060419,305.76,59473120.47999226,0.9927207190231285,23000,0.8697625170170927,Midi-Pyrenees,36-45,6-10,51-64,Diesel,43,9,64,0.24,False
1163564,305.75,59473426.22999226,0.9927258225784388,23001,0.8698003327787022,Pays-de-la-Loire,66+,0-2,50,Diesel,66,0,50,0.51,False
3094257,305.66,59473731.88999226,0.9927309246314759,23002,0.8698381485403116,Ile-de-France,26-35,0-2,51-64,Diesel,26,2,64,0.56,False
2277833,305.53,59474037.41999226,0.9927360245145632,23003,0.869875964301921,Languedoc-Roussillon,36-45,6-10,50,Diesel,37,10,50,0.81,False
2103641,305.1,59474342.51999226,0.9927411172201238,23004,0.8699137800635305,Poitou-Charentes,18-25,6-10,100+,Regular,22,9,100,0.7,False
1123861,305.02,59474647.539992265,0.9927462085903307,23005,0.8699515958251399,Centre,26-35,6-10,85-99,Diesel,33,6,85,0.32,False
2208642,305.0,59474952.539992265,0.9927512996266991,23006,0.8699894115867494,Centre,56-65,0-2,50,Diesel,56,1,50,0.84,False
1123155,304.9,59475257.439992264,0.9927563889938751,23007,0.8700272273483588,Provence-Alpes-Cotes-D'Azur,18-25,11-15,85-99,Regular,20,13,95,0.43,False
22913,304.9,59475562.33999226,0.9927614783610511,23008,0.8700650431099682,Ile-de-France,46-55,6-10,50,Regular,51,7,50,0.72,False
1040954,304.9,59475867.23999226,0.9927665677282271,23009,0.8701028588715777,Rhone-Alpes,18-25,0-2,100+,Diesel,22,2,112,0.95,False
1068439,304.9,59476172.13999226,0.9927716570954033,23010,0.8701406746331871,Basse-Normandie,36-45,11-15,50,Diesel,41,12,50,0.59,False
3070125,304.83,59476476.96999226,0.9927767452941447,23011,0.8701784903947966,Centre,66+,6-10,50,Regular,72,9,50,1.0,False
2281414,304.8,59476781.769992255,0.9927818329921285,23012,0.870216306156406,Bourgogne,46-55,0-2,51-64,Diesel,53,1,55,0.5,False
2214362,304.65,59477086.41999225,0.9927869181863239,23013,0.8702541219180154,Limousin,36-45,11-15,85-99,Diesel,44,12,90,0.44,False
2274082,304.58,59477390.99999225,0.9927920022120847,23014,0.8702919376796249,Midi-Pyrenees,36-45,11-15,65-84,Diesel,41,12,68,0.08,False
2095794,304.52,59477695.519992255,0.9927970852363304,23015,0.8703297534412343,Rhone-Alpes,46-55,3-5,50,Diesel,49,4,50,1.0,False
63988,304.45,59477999.96999226,0.9928021670921414,23016,0.8703675692028437,Provence-Alpes-Cotes-D'Azur,66+,6-10,50,Diesel,79,8,50,1.0,False
4145059,304.0,59478303.96999226,0.9928072414365872,23017,0.8704053849644532,Rhone-Alpes,26-35,11-15,51-64,Regular,27,13,60,0.24,False
2124899,303.97,59478607.93999226,0.9928123152802752,23018,0.8704432007260626,Rhone-Alpes,46-55,3-5,50,Diesel,54,4,50,0.72,False
1198644,303.79,59478911.729992256,0.9928173861194174,23019,0.8704810164876721,Midi-Pyrenees,36-45,6-10,65-84,Regular,36,8,72,0.54,False
2278399,303.74,59479215.46999226,0.9928224561239634,23020,0.8705188322492815,Aquitaine,46-55,3-5,51-64,Diesel,52,3,57,0.08,False
2263808,303.21,59479518.67999226,0.9928275172817904,23021,0.8705566480108909,Provence-Alpes-Cotes-D'Azur,36-45,0-2,50,Regular,44,2,50,0.5,False
139,303.0,59479821.67999226,0.9928325749343138,23022,0.8705944637725004,Ile-de-France,56-65,0-2,50,Regular,61,1,50,0.75,False
2213020,302.85,59480124.52999226,0.9928376300830487,23023,0.8706322795341098,Bourgogne,46-55,11-15,51-64,Regular,46,11,64,0.08,False
1097947,302.65,59480427.17999226,0.9928426818933991,23024,0.8706700952957193,Centre,36-45,6-10,51-64,Regular,39,8,51,0.9,False
2118201,302.3,59480729.479992256,0.9928477278615765,23025,0.8707079110573287,Basse-Normandie,26-35,11-15,51-64,Regular,31,11,54,0.31,False
1118070,302.21,59481031.68999226,0.992852772327481,23026,0.8707457268189381,Bretagne,26-35,0-2,50,Diesel,35,1,50,0.77,False
1120661,302.15,59481333.839992255,0.9928578157918702,23027,0.8707835425805476,Rhone-Alpes,36-45,0-2,50,Regular,38,1,50,1.0,False
1160645,302.06,59481635.89999226,0.9928628577539863,23028,0.870821358342157,Poitou-Charentes,36-45,6-10,50,Diesel,37,6,50,0.45,False
2110468,301.97,59481937.869992256,0.9928678982138295,23029,0.8708591741037665,Centre,26-35,11-15,51-64,Diesel,35,13,62,0.09,False
2198079,301.94,59482239.809992254,0.9928729381729148,23030,0.8708969898653759,Centre,66+,11-15,50,Regular,79,14,50,1.0,False
2239653,301.67,59482541.479992256,0.9928779736251812,23031,0.8709348056269853,Provence-Alpes-Cotes-D'Azur,36-45,6-10,85-99,Regular,40,8,90,0.29,False
2263957,301.2,59482842.67999226,0.992883001232244,23032,0.8709726213885948,Ile-de-France,46-55,6-10,65-84,Regular,52,10,68,1.0,False
1120967,301.05,59483143.729992256,0.9928880263355183,23033,0.8710104371502042,Centre,36-45,0-2,85-99,Diesel,38,2,85,0.68,False
2255789,300.71,59483444.43999226,0.9928930457635391,23034,0.8710482529118136,Rhone-Alpes,36-45,11-15,50,Regular,42,11,50,1.0,False
2058046,300.61,59483745.049992256,0.9928980635223675,23035,0.8710860686734231,Centre,56-65,16-20,50,Regular,63,20,50,1.0,False
1185403,300.53,59484045.57999226,0.9929030799458423,23036,0.8711238844350325,Midi-Pyrenees,56-65,0-2,50,Diesel,56,0,50,0.1,False
1197169,300.1,59484345.67999226,0.9929080891917903,23037,0.871161700196642,Ile-de-France,46-55,0-2,51-64,Regular,54,1,60,1.24,False
3178595,300.0,59484645.67999226,0.992913096768546,23038,0.8711995159582514,Pays-de-la-Loire,46-55,0-2,50,Diesel,46,0,50,0.49,False
4176164,300.0,59484945.67999226,0.9929181043453017,23039,0.8712373317198608,Pays-de-la-Loire,36-45,6-10,50,Diesel,39,8,50,0.49,False
3130893,300.0,59485245.67999226,0.9929231119220575,23040,0.8712751474814703,Centre,56-65,6-10,50,Regular,59,8,50,0.83,False
6096272,300.0,59485545.67999226,0.9929281194988132,23041,0.8713129632430797,Ile-de-France,18-25,11-15,100+,Diesel,25,15,100,0.38,False
2058606,300.0,59485845.67999226,0.992933127075569,23042,0.8713507790046892,Rhone-Alpes,56-65,3-5,50,Diesel,56,3,50,0.49,False
5008974,300.0,59486145.67999226,0.9929381346523247,23043,0.8713885947662986,Ile-de-France,36-45,6-10,65-84,Regular,41,9,76,0.04,False
6044633,300.0,59486445.67999226,0.9929431422290804,23044,0.871426410527908,Provence-Alpes-Cotes-D'Azur,46-55,11-15,50,Regular,51,15,50,0.58,False
4061095,300.0,59486745.67999226,0.9929481498058362,23045,0.8714642262895175,Ile-de-France,18-25,0-2,100+,Diesel,23,0,112,0.31,False
1046551,299.18,59487044.85999226,0.9929531436952155,23046,0.8715020420511269,Centre,66+,3-5,50,Diesel,80,3,50,1.0,False
4178319,299.18,59487344.03999226,0.9929581375845947,23047,0.8715398578127364,Poitou-Charentes,46-55,16-20,50,Diesel,55,17,50,1.0,False
2226702,299.0,59487643.03999226,0.9929631284694279,23048,0.8715776735743458,Provence-Alpes-Cotes-D'Azur,46-55,6-10,51-64,Diesel,46,6,58,0.33,False
1192502,298.52,59487941.55999226,0.9929681113421385,23049,0.8716154893359552,Rhone-Alpes,26-35,6-10,65-84,Regular,26,10,76,0.49,False
1194371,298.25,59488239.80999226,0.9929730897080298,23050,0.8716533050975647,Provence-Alpes-Cotes-D'Azur,46-55,6-10,50,Diesel,47,10,50,0.59,False
3144926,298.23,59488538.03999226,0.9929780677400826,23051,0.8716911208591741,Lorraine,46-55,6-10,50,Diesel,52,10,50,0.36,False
3170134,298.21,59488836.24999226,0.9929830454382971,23052,0.8717289366207835,Ile-de-France,46-55,3-5,50,Regular,49,5,50,0.49,False
2077813,297.99,59489134.23999226,0.9929880194642885,23053,0.871766752382393,Languedoc-Roussillon,46-55,6-10,51-64,Regular,51,6,56,0.95,False
2267294,297.89,59489432.12999226,0.9929929918210878,23054,0.8718045681440024,Rhone-Alpes,46-55,6-10,50,Diesel,54,10,50,0.91,False
6076500,297.89,59489730.01999226,0.992997964177887,23055,0.8718423839056119,Provence-Alpes-Cotes-D'Azur,56-65,3-5,65-84,Regular,63,4,67,0.74,False
2109562,297.84,59490027.859992266,0.9930029357000901,23056,0.8718801996672213,Languedoc-Roussillon,18-25,11-15,50,Regular,20,14,50,0.3,False
4158244,297.57,59490325.429992266,0.9930079027154742,23057,0.8719180154288307,Ile-de-France,36-45,3-5,51-64,Regular,40,5,53,1.0,False
1190919,297.45,59490622.87999227,0.9930128677278276,23058,0.8719558311904402,Centre,26-35,6-10,85-99,Diesel,28,8,85,0.49,False
1125379,297.22,59490920.09999227,0.9930178289010386,23059,0.8719936469520496,Bourgogne,66+,0-2,50,Diesel,73,1,50,0.76,False
162775,297.14,59491217.23999227,0.993022788738896,23060,0.8720314627136591,Pays-de-la-Loire,36-45,11-15,50,Regular,43,11,50,1.0,False
3076051,296.67,59491513.90999227,0.9930277407315498,23061,0.8720692784752685,Provence-Alpes-Cotes-D'Azur,56-65,11-15,50,Regular,60,14,50,1.0,False
1175139,296.52,59491810.42999227,0.9930326902204152,23062,0.8721070942368779,Ile-de-France,56-65,6-10,85-99,Regular,56,6,95,0.56,False
4152810,296.4,59492106.82999227,0.9930376377062499,23063,0.8721449099984874,Centre,36-45,0-2,50,Diesel,38,1,50,1.0,False
3107333,296.05,59492402.87999227,0.9930425793499116,23064,0.8721827257600968,Centre,36-45,0-2,50,Diesel,38,1,50,0.44,False
1186988,295.82,59492698.69999227,0.9930475171544312,23065,0.8722205415217062,Pays-de-la-Loire,66+,6-10,50,Diesel,68,8,50,0.29,False
1187007,295.67,59492994.36999227,0.9930524524551625,23066,0.8722583572833157,Provence-Alpes-Cotes-D'Azur,26-35,11-15,51-64,Regular,30,15,64,0.99,False
2277797,295.65,59493290.01999227,0.9930573874220553,23067,0.8722961730449251,Aquitaine,46-55,11-15,50,Regular,53,13,50,0.52,False
1052970,295.63,59493585.64999227,0.9930623220551096,23068,0.8723339888065346,Centre,26-35,0-2,100+,Diesel,27,2,112,1.0,False
3082055,295.52,59493881.169992276,0.9930672548520525,23069,0.872371804568144,Centre,36-45,11-15,50,Diesel,43,11,50,0.7,False
1111841,295.13,59494176.29999228,0.9930721811391456,23070,0.8724096203297534,Ile-de-France,56-65,0-2,100+,Diesel,56,1,112,0.16,False
2015204,295.11,59494471.40999228,0.9930771070924003,23071,0.8724474360913629,Ile-de-France,26-35,6-10,65-84,Regular,32,10,71,0.63,False
1183701,295.02,59494766.42999228,0.9930820315433819,23072,0.8724852518529723,Provence-Alpes-Cotes-D'Azur,26-35,16-20,65-84,Regular,32,16,80,0.5,False
58288,294.64,59495061.06999228,0.993086949651433,23073,0.8725230676145818,Centre,26-35,11-15,65-84,Regular,29,14,76,0.22,False
1060101,294.44,59495355.50999228,0.9930918644210994,23074,0.8725608833761912,Nord-Pas-de-Calais,26-35,3-5,51-64,Diesel,28,3,51,1.0,False
2224148,294.37,59495649.87999228,0.9930967780223313,23075,0.8725986991378006,Rhone-Alpes,36-45,3-5,65-84,Regular,44,3,76,0.08,False
2065394,294.37,59495944.249992274,0.9931016916235633,23076,0.8726365148994101,Ile-de-France,36-45,6-10,50,Regular,37,6,50,1.0,False
3232723,294.22,59496238.46999227,0.9931066027210068,23077,0.8726743306610195,Provence-Alpes-Cotes-D'Azur,56-65,6-10,50,Regular,64,6,50,0.24,False
77610,294.08,59496532.54999227,0.9931115114815813,23078,0.872712146422629,Nord-Pas-de-Calais,36-45,11-15,50,Diesel,38,13,50,1.0,False
2288843,293.9,59496826.44999227,0.9931164172376096,23079,0.8727499621842384,Rhone-Alpes,36-45,16-20,85-99,Regular,44,18,85,0.08,False
2071220,293.9,59497120.34999227,0.993121322993638,23080,0.8727877779458478,Rhone-Alpes,66+,0-2,50,Diesel,68,1,50,0.21,False
2271137,293.69,59497414.039992265,0.9931262252443626,23081,0.8728255937074573,Provence-Alpes-Cotes-D'Azur,36-45,6-10,65-84,Diesel,42,9,68,0.5,False
1192041,293.56,59497707.59999227,0.9931311253251373,23082,0.8728634094690667,Rhone-Alpes,26-35,16-20,51-64,Regular,34,17,60,0.97,False
3103312,293.4,59498000.99999227,0.9931360227352044,23083,0.8729012252306761,Centre,26-35,11-15,51-64,Diesel,35,13,57,1.0,False
2068526,293.4,59498294.399992265,0.9931409201452714,23084,0.8729390409922856,Ile-de-France,46-55,3-5,51-64,Regular,47,5,58,1.0,False
2066994,293.16,59498587.55999226,0.9931458135492771,23085,0.872976856753895,Ile-de-France,46-55,3-5,50,Regular,47,5,50,1.0,False
1017513,292.93,59498880.48999226,0.9931507031141407,23086,0.8730146725155045,Centre,36-45,6-10,50,Regular,44,7,50,0.26,False
